2020-12-12 10:54:56,817 [6] INFO dlib.tools.log - reload core
2020-12-12 10:56:51,281 [16] INFO dlib.tools.log - reload core
2020-12-12 10:56:51,348 [16] INFO dlib.tools.log - reload config docs
2020-12-12 10:56:51,352 [16] INFO dlib.tools.log - load xml config doc: \defs\blocks.xml - C:\root\todd\git\dn\deepanotes\defs\blocks.xml
2020-12-12 10:56:51,360 [16] INFO dlib.tools.log - load xml config doc: \defs\cmds.xml - C:\root\todd\git\dn\deepanotes\defs\cmds.xml
2020-12-12 10:56:51,370 [16] INFO dlib.tools.log - load xml config doc: \defs\lib-base.xml - C:\root\todd\git\dn\deepanotes\defs\lib-base.xml
2020-12-12 10:56:51,373 [16] INFO dlib.tools.log - load xml config doc: \defs\lib-conns.xml - C:\root\todd\git\dn\deepanotes\defs\lib-conns.xml
2020-12-12 10:56:51,375 [16] INFO dlib.tools.log - load xml config doc: \defs\lib-notes.xml - C:\root\todd\git\dn\deepanotes\defs\lib-notes.xml
2020-12-12 10:56:51,384 [16] INFO dlib.tools.log - load xml config doc: \defs\lib-synch.xml - C:\root\todd\git\dn\deepanotes\defs\lib-synch.xml
2020-12-12 10:56:51,391 [16] INFO dlib.tools.log - load xml config doc: \defs\lib-vars.xml - C:\root\todd\git\dn\deepanotes\defs\lib-vars.xml
2020-12-12 10:56:51,393 [16] INFO dlib.tools.log - load xml config doc: \defs\users.xml - C:\root\todd\git\dn\deepanotes\defs\users.xml
2020-12-12 10:56:51,403 [16] INFO dlib.tools.log - load vars doc: \defs\blocks.xml - C:\root\todd\git\dn\deepanotes\defs\blocks.xml
2020-12-12 10:56:51,406 [16] INFO dlib.tools.log - load vars doc: \defs\cmds.xml - C:\root\todd\git\dn\deepanotes\defs\cmds.xml
2020-12-12 10:56:51,407 [16] INFO dlib.tools.log - load vars doc: \defs\lib-base.xml - C:\root\todd\git\dn\deepanotes\defs\lib-base.xml
2020-12-12 10:56:51,408 [16] INFO dlib.tools.log - load vars doc: \defs\lib-conns.xml - C:\root\todd\git\dn\deepanotes\defs\lib-conns.xml
2020-12-12 10:56:51,412 [16] INFO dlib.tools.log - load vars doc: \defs\lib-notes.xml - C:\root\todd\git\dn\deepanotes\defs\lib-notes.xml
2020-12-12 10:56:51,413 [16] INFO dlib.tools.log - load vars doc: \defs\lib-synch.xml - C:\root\todd\git\dn\deepanotes\defs\lib-synch.xml
2020-12-12 10:56:51,415 [16] INFO dlib.tools.log - load vars doc: \defs\lib-vars.xml - C:\root\todd\git\dn\deepanotes\defs\lib-vars.xml
2020-12-12 10:56:51,416 [16] INFO dlib.tools.log - load vars doc: \defs\users.xml - C:\root\todd\git\dn\deepanotes\defs\users.xml
2020-12-12 10:56:51,417 [16] INFO dlib.tools.log - load config doc: \defs\blocks.xml - C:\root\todd\git\dn\deepanotes\defs\blocks.xml
2020-12-12 10:56:51,429 [16] INFO dlib.tools.log - load config doc: \defs\cmds.xml - C:\root\todd\git\dn\deepanotes\defs\cmds.xml
2020-12-12 10:56:51,433 [16] INFO dlib.tools.log - load config doc: \defs\lib-base.xml - C:\root\todd\git\dn\deepanotes\defs\lib-base.xml
2020-12-12 10:56:51,435 [16] INFO dlib.tools.log - load config doc: \defs\lib-conns.xml - C:\root\todd\git\dn\deepanotes\defs\lib-conns.xml
2020-12-12 10:56:51,437 [16] INFO dlib.tools.log - load config doc: \defs\lib-notes.xml - C:\root\todd\git\dn\deepanotes\defs\lib-notes.xml
2020-12-12 10:56:51,438 [16] INFO dlib.tools.log - load config doc: \defs\lib-synch.xml - C:\root\todd\git\dn\deepanotes\defs\lib-synch.xml
2020-12-12 10:56:51,440 [16] INFO dlib.tools.log - load config doc: \defs\lib-vars.xml - C:\root\todd\git\dn\deepanotes\defs\lib-vars.xml
2020-12-12 10:56:51,441 [16] INFO dlib.tools.log - load config doc: \defs\users.xml - C:\root\todd\git\dn\deepanotes\defs\users.xml
2020-12-12 10:56:51,445 [16] DEBUG dlib.tools.log - SQL: open conn 'Data Source=localhost;Initial Catalog=deepanotes;User ID=sa;Password=Molina32!'
2020-12-12 10:57:18,010 [11] INFO dlib.tools.log - reload config docs
2020-12-12 10:57:18,018 [11] INFO dlib.tools.log - load xml config doc: \defs\blocks.xml - C:\root\todd\git\dn\deepanotes\defs\blocks.xml
2020-12-12 10:57:18,019 [11] INFO dlib.tools.log - load xml config doc: \defs\cmds.xml - C:\root\todd\git\dn\deepanotes\defs\cmds.xml
2020-12-12 10:57:18,020 [11] INFO dlib.tools.log - load xml config doc: \defs\lib-base.xml - C:\root\todd\git\dn\deepanotes\defs\lib-base.xml
2020-12-12 10:57:18,021 [11] INFO dlib.tools.log - load xml config doc: \defs\lib-conns.xml - C:\root\todd\git\dn\deepanotes\defs\lib-conns.xml
2020-12-12 10:57:18,023 [11] INFO dlib.tools.log - load xml config doc: \defs\lib-notes.xml - C:\root\todd\git\dn\deepanotes\defs\lib-notes.xml
2020-12-12 10:57:18,024 [11] INFO dlib.tools.log - load xml config doc: \defs\lib-synch.xml - C:\root\todd\git\dn\deepanotes\defs\lib-synch.xml
2020-12-12 10:57:18,025 [11] INFO dlib.tools.log - load xml config doc: \defs\lib-vars.xml - C:\root\todd\git\dn\deepanotes\defs\lib-vars.xml
2020-12-12 10:57:18,026 [11] INFO dlib.tools.log - load xml config doc: \defs\users.xml - C:\root\todd\git\dn\deepanotes\defs\users.xml
2020-12-12 10:57:18,028 [11] INFO dlib.tools.log - load vars doc: \defs\blocks.xml - C:\root\todd\git\dn\deepanotes\defs\blocks.xml
2020-12-12 10:57:18,029 [11] INFO dlib.tools.log - load vars doc: \defs\cmds.xml - C:\root\todd\git\dn\deepanotes\defs\cmds.xml
2020-12-12 10:57:18,029 [11] INFO dlib.tools.log - load vars doc: \defs\lib-base.xml - C:\root\todd\git\dn\deepanotes\defs\lib-base.xml
2020-12-12 10:57:18,030 [11] INFO dlib.tools.log - load vars doc: \defs\lib-conns.xml - C:\root\todd\git\dn\deepanotes\defs\lib-conns.xml
